State_Name,District_Name,Season,Crop,Area,Production,P/A
Chhattisgarh,RAJNANDGAON,Whole Year,Dry ginger,12.86666667,14.66666667,1.139896373
Chhattisgarh,RAJNANDGAON,Whole Year,Garlic,11.85714286,34.42857143,2.903614458
Chhattisgarh,RAJNANDGAON,Whole Year,Jowar,99.5,69,0.693467337
Chhattisgarh,RAJNANDGAON,Whole Year,Onion,213.2666667,1054,4.942169428
Chhattisgarh,RAJNANDGAON,Whole Year,Papaya,6.5,299,46
Chhattisgarh,RAJNANDGAON,Whole Year,Potato,18.875,94.875,5.026490066
Chhattisgarh,RAJNANDGAON,Whole Year,Sannhamp,33.53846154,12.76923077,0.380733945
Chhattisgarh,RAJNANDGAON,Whole Year,Sugarcane,30.8,65.46666667,2.125541126
Chhattisgarh,RAJNANDGAON,Whole Year,Sweet potato,46.66666667,263.4,5.644285714
Chhattisgarh,RAJNANDGAON,Whole Year,Turmeric,11.13333333,9.933333333,0.892215569
Chhattisgarh,SUKMA,Kharif,Arhar/Tur,396,232,0.585858586
Chhattisgarh,SUKMA,Kharif,Groundnut,1.25,1.5,1.2
Chhattisgarh,SUKMA,Kharif,Horse-gram,1036.25,373.75,0.360675513
Chhattisgarh,SUKMA,Kharif,Jowar,952,888,0.932773109
Chhattisgarh,SUKMA,Kharif,Maize,2669.25,5813.75,2.178046268
Chhattisgarh,SUKMA,Kharif,Mesta,17.75,39.5,2.225352113
Chhattisgarh,SUKMA,Kharif,Moong(Green Gram),791.5,319,0.403032217
Chhattisgarh,SUKMA,Kharif,Niger seed,81.75,13.25,0.162079511
Chhattisgarh,SUKMA,Kharif,Other Kharif pulses,301,17.5,0.058139535
Chhattisgarh,SUKMA,Kharif,Ragi,210.25,49.75,0.236623068
Chhattisgarh,SUKMA,Kharif,Rice,73897.5,148282.5,2.006596976
Chhattisgarh,SUKMA,Kharif,Sannhamp,1,,
Chhattisgarh,SUKMA,Kharif,Sesamum,1546.25,477.75,0.308973323
Chhattisgarh,SUKMA,Kharif,Small millets,14379,2957.25,0.205664511
Chhattisgarh,SUKMA,Kharif,Soyabean,1,1.333333333,1.333333333
Chhattisgarh,SUKMA,Kharif,Sunflower,5,2,0.4
Chhattisgarh,SUKMA,Kharif,Urad,493.5,187.5,0.37993921
Chhattisgarh,SUKMA,Rabi,Gram,1,1,1
Chhattisgarh,SUKMA,Rabi,Horse-gram,60.5,18.25,0.301652893
Chhattisgarh,SUKMA,Rabi,Moong(Green Gram),222.5,70,0.314606742
Chhattisgarh,SUKMA,Rabi,Other  Rabi pulses,5,5.5,1.1
Chhattisgarh,SUKMA,Rabi,Rapeseed &Mustard,310,146.5,0.472580645
Chhattisgarh,SUKMA,Rabi,Urad,23.5,9.75,0.414893617
Chhattisgarh,SUKMA,Rabi,Wheat,1,1,1
Chhattisgarh,SUKMA,Whole Year,Banana,104,3659,35.18269231
Chhattisgarh,SUKMA,Whole Year,Coconut,1.75,,
Chhattisgarh,SUKMA,Whole Year,Coriander,5.333333333,1.333333333,0.25
Chhattisgarh,SUKMA,Whole Year,Dry chillies,83.75,57.25,0.68358209
Chhattisgarh,SUKMA,Whole Year,Dry ginger,2,2,1
Chhattisgarh,SUKMA,Whole Year,Jowar,1052.5,916,0.870308789
Chhattisgarh,SUKMA,Whole Year,Sannhamp,1,1,1
Chhattisgarh,SUKMA,Whole Year,Sugarcane,8,41,5.125
Chhattisgarh,SUKMA,Whole Year,Sweet potato,43.25,189.5,4.38150289
Chhattisgarh,SUKMA,Whole Year,Turmeric,19.25,14,0.727272727
Chhattisgarh,SURAJPUR,Kharif,Arhar/Tur,4055,2180.25,0.537669544
Chhattisgarh,SURAJPUR,Kharif,Groundnut,3450,4623.75,1.340217391
Chhattisgarh,SURAJPUR,Kharif,Horse-gram,2752.75,770.5,0.279901916
Chhattisgarh,SURAJPUR,Kharif,Jowar,402,333.5,0.82960199
Chhattisgarh,SURAJPUR,Kharif,Jute,5.666666667,,
Chhattisgarh,SURAJPUR,Kharif,Maize,10701.75,18359.5,1.715560539
Chhattisgarh,SURAJPUR,Kharif,Mesta,294,487,1.656462585
Chhattisgarh,SURAJPUR,Kharif,Moong(Green Gram),55.5,10.75,0.193693694
Chhattisgarh,SURAJPUR,Kharif,Niger seed,4405.25,747.5,0.1696839
Chhattisgarh,SURAJPUR,Kharif,Other Kharif pulses,543,111.25,0.204880295
Chhattisgarh,SURAJPUR,Kharif,Ragi,308.5,91,0.294975689
Chhattisgarh,SURAJPUR,Kharif,Rice,107674.75,168321,1.563235578
Chhattisgarh,SURAJPUR,Kharif,Sannhamp,185.5,52.5,0.283018868
Chhattisgarh,SURAJPUR,Kharif,Sesamum,1414.25,499.75,0.353367509
Chhattisgarh,SURAJPUR,Kharif,Small millets,6596.5,1646.75,0.249639961
Chhattisgarh,SURAJPUR,Kharif,Soyabean,14.75,11,0.745762712
Chhattisgarh,SURAJPUR,Kharif,Sunflower,5,1.25,0.25
Chhattisgarh,SURAJPUR,Kharif,Urad,5758.5,1778.25,0.308804376
Chhattisgarh,SURAJPUR,Rabi,Barley,664.25,611.25,0.920210764
Chhattisgarh,SURAJPUR,Rabi,Gram,894.5,774.75,0.866126328
Chhattisgarh,SURAJPUR,Rabi,Khesari,348.25,211.5,0.607322326
Chhattisgarh,SURAJPUR,Rabi,Linseed,2286.25,950,0.415527611
Chhattisgarh,SURAJPUR,Rabi,Masoor,546,178.25,0.326465201
Chhattisgarh,SURAJPUR,Rabi,Moong(Green Gram),28.25,4,0.14159292
Chhattisgarh,SURAJPUR,Rabi,Other  Rabi pulses,64.33333333,54,0.839378238
Chhattisgarh,SURAJPUR,Rabi,Peas & beans (Pulses),1048.75,438.5,0.418116806
Chhattisgarh,SURAJPUR,Rabi,Potato,2879.75,15242.75,5.293080997
Chhattisgarh,SURAJPUR,Rabi,Rapeseed &Mustard,4409,2176.25,0.493592651
Chhattisgarh,SURAJPUR,Rabi,Urad,2,,
Chhattisgarh,SURAJPUR,Rabi,Wheat,6654.5,10190.75,1.531407318
Chhattisgarh,SURAJPUR,Whole Year,Coriander,207.25,42.75,0.206272618
Chhattisgarh,SURAJPUR,Whole Year,Dry chillies,492.5,390.25,0.792385787
Chhattisgarh,SURAJPUR,Whole Year,Dry ginger,332,388.25,1.169427711
Chhattisgarh,SURAJPUR,Whole Year,Garlic,299,782.75,2.617892977
Chhattisgarh,SURAJPUR,Whole Year,Jowar,325,224,0.689230769
Chhattisgarh,SURAJPUR,Whole Year,Onion,744.5,3377,4.535930154
Chhattisgarh,SURAJPUR,Whole Year,Sannhamp,118,134,1.13559322
Chhattisgarh,SURAJPUR,Whole Year,Sugarcane,1215.75,6268,5.155665227
Chhattisgarh,SURAJPUR,Whole Year,Sweet potato,357.75,1792.75,5.011180992
Chhattisgarh,SURAJPUR,Whole Year,Tobacco,11.75,4.5,0.382978723
Chhattisgarh,SURAJPUR,Whole Year,Turmeric,246.75,217.5,0.881458967
Chhattisgarh,SURGUJA,Kharif,Arhar/Tur,12185.66667,6538.066667,0.536537462
Chhattisgarh,SURGUJA,Kharif,Bajra,2,2,1
Chhattisgarh,SURGUJA,Kharif,Castor seed,1.333333333,10,7.5
Chhattisgarh,SURGUJA,Kharif,Cotton(lint),4.25,5.125,1.205882353
Chhattisgarh,SURGUJA,Kharif,Groundnut,6570.733333,7792.066667,1.185874737
Chhattisgarh,SURGUJA,Kharif,Horse-gram,7775.066667,2050.466667,0.263723355
Chhattisgarh,SURGUJA,Kharif,Jowar,1316.307692,1225.769231,0.931217859
Chhattisgarh,SURGUJA,Kharif,Jute,27.5,,
Chhattisgarh,SURGUJA,Kharif,Maize,29422.53333,38028.53333,1.292496907
Chhattisgarh,SURGUJA,Kharif,Mesta,403.6,725.8,1.798315164
Chhattisgarh,SURGUJA,Kharif,Moong(Green Gram),77.4,13.53333333,0.174849268
Chhattisgarh,SURGUJA,Kharif,Niger seed,23609.86667,3930.266667,0.166467127
Chhattisgarh,SURGUJA,Kharif,Other Kharif pulses,752.5333333,215.9230769,0.286928256
Chhattisgarh,SURGUJA,Kharif,Potato,593.1428571,2871.142857,4.840558767
Chhattisgarh,SURGUJA,Kharif,Ragi,453.7142857,101.9285714,0.224653652
Chhattisgarh,SURGUJA,Kharif,Rice,259333.8,285257.2,1.099961517
Chhattisgarh,SURGUJA,Kharif,Sannhamp,93.5,26.5,0.28342246
Chhattisgarh,SURGUJA,Kharif,Sesamum,3432.2,1024.666667,0.298545151
Chhattisgarh,SURGUJA,Kharif,Small millets,27698.06667,6349.6,0.229243437
Chhattisgarh,SURGUJA,Kharif,Soyabean,44,32.6,0.740909091
Chhattisgarh,SURGUJA,Kharif,Sunflower,45.92857143,13.21428571,0.287713841
Chhattisgarh,SURGUJA,Kharif,Urad,12431.93333,3683.066667,0.29625856
Chhattisgarh,SURGUJA,Rabi,Barley,2261.466667,1980.333333,0.875685396
Chhattisgarh,SURGUJA,Rabi,Gram,2687.933333,1929.2,0.717726134
Chhattisgarh,SURGUJA,Rabi,Jute,63,,
Chhattisgarh,SURGUJA,Rabi,Khesari,283.3333333,130.2,0.459529412
Chhattisgarh,SURGUJA,Rabi,Linseed,7979.666667,2232.733333,0.279802832
Chhattisgarh,SURGUJA,Rabi,Masoor,1947.333333,601.5333333,0.308901061
Chhattisgarh,SURGUJA,Rabi,Moong(Green Gram),18.44444444,3.444444444,0.186746988
Chhattisgarh,SURGUJA,Rabi,Other  Rabi pulses,5,1,0.2
Chhattisgarh,SURGUJA,Rabi,Peas & beans (Pulses),2489.666667,1026.466667,0.412290802
Chhattisgarh,SURGUJA,Rabi,Potato,3453.285714,15906.71429,4.606254913
Chhattisgarh,SURGUJA,Rabi,Rapeseed &Mustard,16567.26667,6869.2,0.414624822
Chhattisgarh,SURGUJA,Rabi,Safflower,2.2,1,0.454545455
Chhattisgarh,SURGUJA,Rabi,Wheat,15992.8,20083.06667,1.255756757
Chhattisgarh,SURGUJA,Whole Year,Banana,14.6,424.6,29.08219178
Chhattisgarh,SURGUJA,Whole Year,Coriander,445.0666667,95.53333333,0.214649491
Chhattisgarh,SURGUJA,Whole Year,Dry chillies,617.3333333,329.8666667,0.534341253
Chhattisgarh,SURGUJA,Whole Year,Dry ginger,501.6666667,578.8666667,1.153887043
Chhattisgarh,SURGUJA,Whole Year,Garlic,437.6,1136.4,2.596892139
Chhattisgarh,SURGUJA,Whole Year,Jowar,119,83,0.697478992
Chhattisgarh,SURGUJA,Whole Year,Onion,1021.933333,5246.933333,5.134320569
Chhattisgarh,SURGUJA,Whole Year,Potato,5868,30649,5.223074301
Chhattisgarh,SURGUJA,Whole Year,Sannhamp,335.6153846,109.3846154,0.32592253
Chhattisgarh,SURGUJA,Whole Year,Sugarcane,1309.866667,4574.266667,3.492162052
Chhattisgarh,SURGUJA,Whole Year,Sweet potato,752.8666667,4068,5.403347206
Chhattisgarh,SURGUJA,Whole Year,Tobacco,14.8,7.333333333,0.495495495
Chhattisgarh,SURGUJA,Whole Year,Turmeric,302.4666667,287.6,0.950848578
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Kharif,Arhar/Tur,1415.866667,1295.866667,0.915246257
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Kharif,Banana,88.14285714,432.5714286,4.907617504
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Kharif,Coconut,182.2222222,13032,71.51707317
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Kharif,Groundnut,22.88888889,22.77777778,0.995145631
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Kharif,Jowar,493.1764706,457.1176471,0.926884542
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Kharif,Maize,83.90909091,83.63636364,0.996749729
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Kharif,Niger seed,171.5,181.9166667,1.060738581
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Kharif,Other Kharif pulses,1550.375,1467.375,0.946464565
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Kharif,Ragi,1390.470588,1828.647059,1.315128183
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Kharif,Rice,13024.35294,25568.05882,1.963096281
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Kharif,Sannhamp,41.7,24.8,0.594724221
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Kharif,Small millets,206.1176471,193.4705882,0.938641553
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Kharif,Urad,1387.714286,1282.428571,0.924130121
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Rabi,Banana,60,1500,25
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Rabi,Gram,80,80,1
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Rabi,Maize,19.5,20,1.025641026
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Rabi,Other  Rabi pulses,3512,3199.133333,0.910914958
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Rabi,Rice,683.4285714,1443.428571,2.112040134
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Winter,Arhar/Tur,258,210,0.813953488
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Winter,Banana,14,280,20
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Winter,Coriander,5,4,0.8
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Winter,Gram,179.6,154.4666667,0.860059391
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Winter,Maize,35,35,1
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Winter,Niger seed,36,39,1.083333333
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Winter,Rapeseed &Mustard,11.2,11.2,1
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Winter,Sannhamp,128,91.66666667,0.716145833
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Winter,Sesamum,34,32.33333333,0.950980392
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Winter,Sugarcane,1204.666667,92999.58333,77.19943276
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Winter,Sunflower,5,3,0.6
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Winter,Wheat,530.2941176,1007.882353,1.900610094
Goa,NORTH GOA,Kharif,Groundnut,1369.75,2715.083333,1.982174363
Goa,NORTH GOA,Kharif,Other Kharif pulses,289.75,154.75,0.534081104
Goa,NORTH GOA,Kharif,Ragi,61.46363636,66.34272727,1.079381748
Goa,NORTH GOA,Kharif,Rice,21690.45455,56891.54545,2.622883967
Goa,NORTH GOA,Rabi,Groundnut,2270,5615.125,2.473623348
Goa,NORTH GOA,Rabi,Other  Rabi pulses,7334.375,7155.5,0.975611419
Goa,NORTH GOA,Rabi,Rice,7882.571429,21919.71429,2.780782196
Goa,NORTH GOA,Whole Year,Arecanut,1470,2450.5,1.667006803
Goa,NORTH GOA,Whole Year,Banana,1278.5,14494.5,11.33711381
Goa,NORTH GOA,Whole Year,Black pepper,384.3333333,104.6666667,0.272333044
Goa,NORTH GOA,Whole Year,Cashewnut,40402.83333,17992,0.445315304
Goa,NORTH GOA,Whole Year,Coconut,11248.66667,36940188,3283.961477
Goa,NORTH GOA,Whole Year,Mango,1436.5,2693.5,1.875043509
Goa,NORTH GOA,Whole Year,Other Fresh Fruits,2270.5,24307,10.70557146
Goa,NORTH GOA,Whole Year,Other Vegetables,3884.5,44295,11.40301197
Goa,NORTH GOA,Whole Year,Pineapple,227,3767,16.59471366
Goa,NORTH GOA,Whole Year,Ragi,1675,1572,0.938507463
Goa,NORTH GOA,Whole Year,Sugarcane,191.4545455,9858.272727,51.49145299
Goa,SOUTH GOA,Kharif,Groundnut,32.5,70,2.153846154
Goa,SOUTH GOA,Kharif,Other Kharif pulses,53,30.875,0.58254717
Goa,SOUTH GOA,Kharif,Ragi,117.6727273,111.5281818,0.947782756
Goa,SOUTH GOA,Kharif,Rice,16706.41667,40805.5,2.442504626
Goa,SOUTH GOA,Rabi,Groundnut,48.33333333,93.83333333,1.94137931
Goa,SOUTH GOA,Rabi,Other  Rabi pulses,1299.875,1206.625,0.928262333
Goa,SOUTH GOA,Rabi,Rice,7253.75,20416.625,2.814630364
Goa,SOUTH GOA,Whole Year,Arecanut,275,444.5,1.616363636
Goa,SOUTH GOA,Whole Year,Banana,1073.5,12100.5,11.27200745
Goa,SOUTH GOA,Whole Year,Black pepper,287.3333333,77,0.267981439
Goa,SOUTH GOA,Whole Year,Cashewnut,15065.16667,6723.166667,0.446272306
Goa,SOUTH GOA,Whole Year,Coconut,14254.83333,46911905.17,3290.947293
Goa,SOUTH GOA,Whole Year,Mango,3394.5,6222,1.832965091
Goa,SOUTH GOA,Whole Year,Other Fresh Fruits,1932,20514.5,10.61827122
Goa,SOUTH GOA,Whole Year,Other Vegetables,3211.5,36665.5,11.41693913
Goa,SOUTH GOA,Whole Year,Pineapple,104,1725.5,16.59134615
Goa,SOUTH GOA,Whole Year,Ragi,1125,904,0.803555556
Goa,SOUTH GOA,Whole Year,Sugarcane,786.5454545,42049.36364,53.46081831
Gujarat,AHMADABAD,Kharif,Arhar/Tur,2250,1768.75,0.786111111
Gujarat,AHMADABAD,Kharif,Bajra,24075,24943.75,1.036085151
Gujarat,AHMADABAD,Kharif,Castor seed,21380,35473.33333,1.659183037
Gujarat,AHMADABAD,Kharif,Cotton(lint),183626.6667,268313.3333,1.46118937
Gujarat,AHMADABAD,Kharif,Dry chillies,700,700,1
Gujarat,AHMADABAD,Kharif,Groundnut,487.5,431.25,0.884615385
Gujarat,AHMADABAD,Kharif,Jowar,21655.55556,22211.11111,1.025654182
Gujarat,AHMADABAD,Kharif,Maize,1077.777778,1711.111111,1.587628866
Gujarat,AHMADABAD,Kharif,Moong(Green Gram),2156.25,1062.5,0.492753623
Gujarat,AHMADABAD,Kharif,Moth,1340,626.6666667,0.467661692
Gujarat,AHMADABAD,Kharif,Other Cereals & Millets,366.6666667,166.6666667,0.454545455
Gujarat,AHMADABAD,Kharif,Other Kharif pulses,3143.75,1881.25,0.598409543
Gujarat,AHMADABAD,Kharif,Rice,87360,170433.3333,1.950931013
Gujarat,AHMADABAD,Kharif,Sesamum,7780,2873.333333,0.369323051
Gujarat,AHMADABAD,Kharif,Small millets,400,150,0.375
Gujarat,AHMADABAD,Kharif,Tobacco,250,400,1.6
Gujarat,AHMADABAD,Kharif,Urad,893.75,512.5,0.573426573
Gujarat,AHMADABAD,Kharif,other oilseeds,50900,19000,0.373280943
Gujarat,AHMADABAD,Rabi,Gram,15050,8481.25,0.563538206
Gujarat,AHMADABAD,Rabi,Jowar,2133.333333,2033.333333,0.953125
Gujarat,AHMADABAD,Rabi,Onion,100,2200,22
Gujarat,AHMADABAD,Rabi,Other Cereals & Millets,1533.333333,1666.666667,1.086956522
Gujarat,AHMADABAD,Rabi,Rapeseed &Mustard,2900,3268.75,1.127155172
Gujarat,AHMADABAD,Rabi,Small millets,100,0,0
Gujarat,AHMADABAD,Rabi,Tobacco,100,100,1
Gujarat,AHMADABAD,Rabi,Wheat,121150,227387.5,1.876908791
Gujarat,AHMADABAD,Summer,Bajra,4450,9900,2.224719101
Gujarat,AHMADABAD,Summer,Groundnut,177.7777778,288.8888889,1.625
Gujarat,AHMADABAD,Summer,Moong(Green Gram),633.3333333,366.6666667,0.578947368
Gujarat,AHMADABAD,Summer,Rice,4788.888889,16411.11111,3.426914153
Gujarat,AHMADABAD,Whole Year,Banana,128.5714286,7214.285714,56.11111111
Gujarat,AHMADABAD,Whole Year,Castor seed,24300,35500,1.46090535
Gujarat,AHMADABAD,Whole Year,Cotton(lint),154900,181500,1.171723693
Gujarat,AHMADABAD,Whole Year,Dry chillies,262.5,250,0.952380952
Gujarat,AHMADABAD,Whole Year,Garlic,200,1100,5.5
Gujarat,AHMADABAD,Whole Year,Guar seed,1876.923077,900,0.479508197
Gujarat,AHMADABAD,Whole Year,Maize,600,1000,1.666666667
Gujarat,AHMADABAD,Whole Year,Oilseeds total,45800,78900,1.722707424
Gujarat,AHMADABAD,Whole Year,Onion,240,7300,30.41666667
Gujarat,AHMADABAD,Whole Year,Potato,2042.857143,45528.57143,22.28671329
Gujarat,AHMADABAD,Whole Year,Pulses total,13650,6124,0.448644689
Gujarat,AHMADABAD,Whole Year,Rice,75300,114500,1.520584329
Gujarat,AHMADABAD,Whole Year,Sesamum,9300,6800,0.731182796
Gujarat,AHMADABAD,Whole Year,Sugarcane,346.1538462,23461.53846,67.77777778
Gujarat,AHMADABAD,Whole Year,Tobacco,911.1111111,1577.777778,1.731707317
Gujarat,AHMADABAD,Whole Year,other oilseeds,1900,900,0.473684211
Gujarat,AMRELI,Kharif,Arhar/Tur,906.25,775,0.855172414
Gujarat,AMRELI,Kharif,Bajra,27493.75,43637.5,1.587178904
Gujarat,AMRELI,Kharif,Castor seed,1980,3600,1.818181818
Gujarat,AMRELI,Kharif,Cotton(lint),176560,506600,2.869279565
Gujarat,AMRELI,Kharif,Dry chillies,400,200,0.5
Gujarat,AMRELI,Kharif,Groundnut,248268.75,219425,0.883820457
Gujarat,AMRELI,Kharif,Jowar,9663.636364,2318.181818,0.239887112
Gujarat,AMRELI,Kharif,Maize,1985.714286,2692.857143,1.356115108
Gujarat,AMRELI,Kharif,Moong(Green Gram),3306.25,1500,0.4536862
Gujarat,AMRELI,Kharif,Moth,583.3333333,245.4545455,0.420779221
Gujarat,AMRELI,Kharif,Other Kharif pulses,509.0909091,270,0.530357143
Gujarat,AMRELI,Kharif,Rice,100,100,1
Gujarat,AMRELI,Kharif,Sesamum,27326.66667,10966.66667,0.401317394
Gujarat,AMRELI,Kharif,Small millets,2000,300,0.15
Gujarat,AMRELI,Kharif,Tobacco,1200,2000,1.666666667
Gujarat,AMRELI,Kharif,Urad,2787.5,1625,0.582959641
Gujarat,AMRELI,Kharif,other oilseeds,1100,400,0.363636364
Gujarat,AMRELI,Rabi,Gram,3153.333333,3546.666667,1.124735729
Gujarat,AMRELI,Rabi,Jowar,514.2857143,416.6666667,0.810185185
Gujarat,AMRELI,Rabi,Maize,800,1500,1.875
Gujarat,AMRELI,Rabi,Onion,2800,77900,27.82142857
Gujarat,AMRELI,Rabi,Other  Rabi pulses,100,100,1
Gujarat,AMRELI,Rabi,Other Cereals & Millets,275,375,1.363636364
Gujarat,AMRELI,Rabi,Rapeseed &Mustard,485.7142857,592.8571429,1.220588235
Gujarat,AMRELI,Rabi,Small millets,300,100,0.333333333
Gujarat,AMRELI,Rabi,Wheat,21600,71031.25,3.288483796
Gujarat,AMRELI,Summer,Bajra,687.5,1618.75,2.354545455
Gujarat,AMRELI,Summer,Groundnut,2931.25,3981.25,1.358208955
Gujarat,AMRELI,Summer,Moong(Green Gram),1533.333333,833.3333333,0.543478261
Gujarat,AMRELI,Summer,Sesamum,3466.666667,6566.666667,1.894230769
Gujarat,AMRELI,Whole Year,Banana,100,7700,77
Gujarat,AMRELI,Whole Year,Castor seed,1500,3400,2.266666667
Gujarat,AMRELI,Whole Year,Cotton(lint),79700,228200,2.863237139
Gujarat,AMRELI,Whole Year,Dry chillies,178.5714286,157.1428571,0.88
Gujarat,AMRELI,Whole Year,Garlic,1475,8725,5.915254237
Gujarat,AMRELI,Whole Year,Guar seed,433.3333333,133.3333333,0.307692308
Gujarat,AMRELI,Whole Year,Maize,4700,7700,1.638297872
Gujarat,AMRELI,Whole Year,Oilseeds total,314500,340900,1.083942766
Gujarat,AMRELI,Whole Year,Onion,2275,66325,29.15384615
Gujarat,AMRELI,Whole Year,Pulses total,8300,3068,0.369638554
Gujarat,AMRELI,Whole Year,Sesamum,32100,15800,0.492211838
Gujarat,AMRELI,Whole Year,Sugarcane,1730.769231,131615.3846,76.04444444
Gujarat,ANAND,Kharif,Arhar/Tur,1050,990,0.942857143
Gujarat,ANAND,Kharif,Bajra,29100,37170,1.277319588
Gujarat,ANAND,Kharif,Castor seed,2220,4260,1.918918919
Gujarat,ANAND,Kharif,Cotton(lint),3780,13650,3.611111111
Gujarat,ANAND,Kharif,Groundnut,100,100,1
Gujarat,ANAND,Kharif,Jowar,200,200,1
Gujarat,ANAND,Kharif,Maize,383.3333333,500,1.304347826
Gujarat,ANAND,Kharif,Moong(Green Gram),480,210,0.4375
Gujarat,ANAND,Kharif,Moth,100,100,1
Gujarat,ANAND,Kharif,Other Cereals & Millets,500,200,0.4
Gujarat,ANAND,Kharif,Other Kharif pulses,533.3333333,200,0.375
Gujarat,ANAND,Kharif,Rice,82760,181150,2.188859352
Gujarat,ANAND,Kharif,Sesamum,1100,390,0.354545455
Gujarat,ANAND,Kharif,Tobacco,12540,25100,2.001594896
Gujarat,ANAND,Kharif,Urad,142.8571429,100,0.7
Gujarat,ANAND,Kharif,other oilseeds,1200,500,0.416666667
Gujarat,ANAND,Rabi,Gram,3080,1860,0.603896104
Gujarat,ANAND,Rabi,Jowar,250,250,1
Gujarat,ANAND,Rabi,Maize,2500,5400,2.16
Gujarat,ANAND,Rabi,Onion,375,10500,28
Gujarat,ANAND,Rabi,Other  Rabi pulses,260,220,0.846153846
Gujarat,ANAND,Rabi,Other Cereals & Millets,600,866.6666667,1.444444444
Gujarat,ANAND,Rabi,Rapeseed &Mustard,2810,4120,1.466192171
Gujarat,ANAND,Rabi,Tobacco,49125,92125,1.875318066
Gujarat,ANAND,Rabi,Wheat,54970,126110,2.294160451
Gujarat,ANAND,Summer,Bajra,28970,75340,2.600621332
Gujarat,ANAND,Summer,Groundnut,570,1010,1.771929825
Gujarat,ANAND,Summer,Maize,400,750,1.875
Gujarat,ANAND,Summer,Moong(Green Gram),1033.333333,566.6666667,0.548387097
Gujarat,ANAND,Summer,Rice,3010,8570,2.84717608
Gujarat,ANAND,Summer,Urad,1900,1200,0.631578947
Gujarat,ANAND,Whole Year,Banana,8990,657320,73.11679644
Gujarat,ANAND,Whole Year,Dry chillies,1830,1910,1.043715847
Gujarat,ANAND,Whole Year,Garlic,240,1410,5.875
Gujarat,ANAND,Whole Year,Guar seed,150,125,0.833333333
Gujarat,ANAND,Whole Year,Onion,200,4966.666667,24.83333333
Gujarat,ANAND,Whole Year,Potato,3910,78030,19.95652174
Gujarat,ANAND,Whole Year,Tobacco,19950,37700,1.889724311
Gujarat,ANAND,Whole Year,other oilseeds,1600,800,0.5
Gujarat,BANAS KANTHA,Kharif,Arhar/Tur,3187.5,2650,0.831372549
Gujarat,BANAS KANTHA,Kharif,Bajra,166112.5,88812.5,0.53465272
Gujarat,BANAS KANTHA,Kharif,Castor seed,85480,177966.6667,2.081968492
Gujarat,BANAS KANTHA,Kharif,Cotton(lint),23833.33333,70300,2.94965035
Gujarat,BANAS KANTHA,Kharif,Dry chillies,1500,1800,1.2
Gujarat,BANAS KANTHA,Kharif,Groundnut,14906.25,23262.5,1.560587002
Gujarat,BANAS KANTHA,Kharif,Jowar,8100,4760,0.587654321
Gujarat,BANAS KANTHA,Kharif,Maize,9140,18540,2.028446389
Gujarat,BANAS KANTHA,Kharif,Moong(Green Gram),27112.5,11956.25,0.44098663
Gujarat,BANAS KANTHA,Kharif,Moth,9493.75,3737.5,0.393680053
Gujarat,BANAS KANTHA,Kharif,Other Cereals & Millets,2111.111111,1188.888889,0.563157895
Gujarat,BANAS KANTHA,Kharif,Other Kharif pulses,5053.333333,2566.666667,0.507915567
Gujarat,BANAS KANTHA,Kharif,Ragi,3000,2900,0.966666667
Gujarat,BANAS KANTHA,Kharif,Sesamum,23160,7140,0.308290155
Gujarat,BANAS KANTHA,Kharif,Small millets,1357.142857,385.7142857,0.284210526
Gujarat,BANAS KANTHA,Kharif,Tobacco,150,250,1.666666667
